0.0,1.0
0.0,1.0
5.0,4.0
60.0,4.0
65.0,1.0
90.0,1.0
95.0,2.0
120.0,2.0
125.0,1.0
150.0,1.0
155.0,2.0
210.0,2.0
215.0,1.0
240.0,1.0
245.0,3.0
270.0,3.0
275.0,1.0
300.0,1.0
305.0,2.0
330.0,2.0
335.0,1.0
390.0,1.0
395.0,2.0
420.0,2.0
425.0,1.0
450.0,1.0
455.0,4.0
480.0,4.0
485.0,3.0
510.0,3.0
515.0,1.0
540.0,1.0
545.0,4.0
570.0,4.0
575.0,3.0
600.0,3.0
605.0,2.0
630.0,2.0
635.0,1.0
660.0,1.0
665.0,3.0
690.0,3.0
695.0,4.0
720.0,4.0
725.0,3.0
750.0,3.0
755.0,4.0
780.0,4.0
785.0,3.0
810.0,3.0
815.0,4.0
840.0,4.0
845.0,1.0
870.0,1.0
875.0,4.0
900.0,4.0
905.0,1.0
960.0,1.0
965.0,4.0
990.0,4.0
995.0,1.0
1020.0,1.0
1025.0,4.0
1050.0,4.0
1055.0,1.0
1080.0,1.0
1085.0,3.0
1110.0,3.0
1115.0,2.0
1170.0,2.0
1175.0,3.0
1200.0,3.0
1205.0,4.0
1290.0,4.0
1295.0,1.0
1320.0,1.0
1325.0,3.0
1350.0,3.0
1355.0,4.0
1380.0,4.0
1385.0,1.0
1410.0,1.0
1415.0,2.0
1440.0,2.0
1445.0,4.0
1470.0,4.0
1475.0,1.0
1530.0,1.0
1535.0,3.0
1560.0,3.0
1565.0,4.0
