0.0,1.0
0.0,1.0
5.0,2.0
30.0,2.0
35.0,3.0
60.0,3.0
65.0,1.0
90.0,1.0
95.0,2.0
120.0,2.0
125.0,3.0
150.0,3.0
155.0,4.0
210.0,4.0
215.0,1.0
330.0,1.0
335.0,4.0
390.0,4.0
395.0,3.0
420.0,3.0
425.0,1.0
450.0,1.0
455.0,2.0
480.0,2.0
485.0,1.0
510.0,1.0
515.0,2.0
570.0,2.0
575.0,3.0
600.0,3.0
605.0,2.0
630.0,2.0
635.0,3.0
690.0,3.0
695.0,2.0
720.0,2.0
725.0,3.0
750.0,3.0
755.0,4.0
780.0,4.0
785.0,3.0
810.0,3.0
815.0,4.0
840.0,4.0
845.0,3.0
870.0,3.0
875.0,4.0
990.0,4.0
995.0,2.0
1020.0,2.0
1025.0,4.0
1050.0,4.0
1055.0,2.0
1110.0,2.0
1115.0,1.0
1140.0,1.0
1145.0,3.0
1200.0,3.0
1205.0,4.0
1230.0,4.0
1235.0,1.0
1260.0,1.0
1265.0,2.0
1290.0,2.0
1295.0,4.0
1350.0,4.0
1355.0,3.0
1380.0,3.0
1385.0,2.0
1410.0,2.0
1415.0,4.0
1440.0,4.0
1445.0,3.0
1500.0,3.0
1505.0,2.0
1530.0,2.0
1535.0,3.0
1560.0,3.0
1565.0,4.0
