0.0,1.0
0.0,1.0
5.0,2.0
60.0,2.0
65.0,1.0
90.0,1.0
95.0,2.0
240.0,2.0
245.0,1.0
300.0,1.0
305.0,2.0
360.0,2.0
365.0,1.0
420.0,1.0
425.0,3.0
450.0,3.0
455.0,4.0
480.0,4.0
485.0,3.0
540.0,3.0
545.0,1.0
570.0,1.0
575.0,4.0
600.0,4.0
605.0,2.0
660.0,2.0
665.0,3.0
690.0,3.0
695.0,1.0
720.0,1.0
725.0,4.0
750.0,4.0
755.0,2.0
780.0,2.0
785.0,3.0
810.0,3.0
815.0,2.0
840.0,2.0
845.0,3.0
870.0,3.0
875.0,2.0
900.0,2.0
905.0,3.0
930.0,3.0
935.0,2.0
990.0,2.0
995.0,4.0
1020.0,4.0
1025.0,3.0
1050.0,3.0
1055.0,2.0
1080.0,2.0
1085.0,1.0
1110.0,1.0
1115.0,4.0
1170.0,4.0
1175.0,1.0
1200.0,1.0
1205.0,4.0
1230.0,4.0
1235.0,3.0
1260.0,3.0
1265.0,2.0
1290.0,2.0
1295.0,3.0
1320.0,3.0
1325.0,4.0
1350.0,4.0
1355.0,1.0
1410.0,1.0
1415.0,4.0
1440.0,4.0
1445.0,3.0
1470.0,3.0
1475.0,2.0
1500.0,2.0
1505.0,4.0
1530.0,4.0
1535.0,2.0
1560.0,2.0
1565.0,1.0
