0.0,1.0
0.0,1.0
5.0,2.0
30.0,2.0
35.0,1.0
60.0,1.0
65.0,2.0
90.0,2.0
95.0,1.0
120.0,1.0
125.0,4.0
150.0,4.0
155.0,1.0
180.0,1.0
185.0,4.0
210.0,4.0
215.0,1.0
240.0,1.0
245.0,2.0
270.0,2.0
275.0,4.0
300.0,4.0
305.0,2.0
330.0,2.0
335.0,3.0
360.0,3.0
365.0,4.0
390.0,4.0
395.0,3.0
420.0,3.0
425.0,1.0
480.0,1.0
485.0,4.0
510.0,4.0
515.0,3.0
540.0,3.0
545.0,1.0
600.0,1.0
605.0,3.0
660.0,3.0
665.0,2.0
720.0,2.0
725.0,1.0
750.0,1.0
755.0,2.0
810.0,2.0
815.0,3.0
840.0,3.0
845.0,1.0
900.0,1.0
905.0,4.0
930.0,4.0
935.0,2.0
990.0,2.0
995.0,3.0
1020.0,3.0
1025.0,4.0
1080.0,4.0
1085.0,2.0
1110.0,2.0
1115.0,1.0
1140.0,1.0
1145.0,4.0
1200.0,4.0
1205.0,3.0
1230.0,3.0
1235.0,4.0
1260.0,4.0
1265.0,3.0
1290.0,3.0
1295.0,2.0
1320.0,2.0
1325.0,3.0
1380.0,3.0
1385.0,4.0
1410.0,4.0
1415.0,2.0
1440.0,2.0
1445.0,1.0
1470.0,1.0
1475.0,2.0
1530.0,2.0
1535.0,4.0
1560.0,4.0
1565.0,3.0
