0.0,1.0
0.0,1.0
5.0,3.0
30.0,3.0
35.0,1.0
60.0,1.0
65.0,2.0
90.0,2.0
95.0,1.0
120.0,1.0
125.0,3.0
150.0,3.0
155.0,4.0
180.0,4.0
185.0,3.0
210.0,3.0
215.0,4.0
240.0,4.0
245.0,3.0
300.0,3.0
305.0,1.0
330.0,1.0
335.0,3.0
360.0,3.0
365.0,2.0
390.0,2.0
395.0,3.0
420.0,3.0
425.0,1.0
450.0,1.0
455.0,3.0
480.0,3.0
485.0,1.0
510.0,1.0
515.0,2.0
570.0,2.0
575.0,1.0
600.0,1.0
605.0,3.0
630.0,3.0
635.0,2.0
660.0,2.0
665.0,4.0
690.0,4.0
695.0,1.0
720.0,1.0
725.0,2.0
750.0,2.0
755.0,3.0
780.0,3.0
785.0,4.0
840.0,4.0
845.0,2.0
900.0,2.0
905.0,4.0
930.0,4.0
935.0,3.0
960.0,3.0
965.0,2.0
990.0,2.0
995.0,4.0
1020.0,4.0
1025.0,2.0
1050.0,2.0
1055.0,1.0
1140.0,1.0
1145.0,4.0
1170.0,4.0
1175.0,1.0
1200.0,1.0
1205.0,3.0
1260.0,3.0
1265.0,1.0
1290.0,1.0
1295.0,4.0
1320.0,4.0
1325.0,1.0
1380.0,1.0
1385.0,2.0
1410.0,2.0
1415.0,3.0
1440.0,3.0
1445.0,1.0
1500.0,1.0
1505.0,4.0
1530.0,4.0
1535.0,3.0
1560.0,3.0
1565.0,4.0
