0.0,1.0
0.0,1.0
5.0,3.0
60.0,3.0
65.0,1.0
90.0,1.0
95.0,4.0
120.0,4.0
125.0,3.0
150.0,3.0
155.0,2.0
180.0,2.0
185.0,1.0
210.0,1.0
215.0,4.0
240.0,4.0
245.0,3.0
270.0,3.0
275.0,2.0
300.0,2.0
305.0,1.0
390.0,1.0
395.0,4.0
450.0,4.0
455.0,3.0
480.0,3.0
485.0,1.0
510.0,1.0
515.0,3.0
540.0,3.0
545.0,2.0
570.0,2.0
575.0,4.0
600.0,4.0
605.0,3.0
630.0,3.0
635.0,4.0
690.0,4.0
695.0,2.0
720.0,2.0
725.0,4.0
780.0,4.0
785.0,2.0
900.0,2.0
905.0,1.0
930.0,1.0
935.0,3.0
960.0,3.0
965.0,1.0
990.0,1.0
995.0,2.0
1080.0,2.0
1085.0,3.0
1140.0,3.0
1145.0,4.0
1170.0,4.0
1175.0,2.0
1350.0,2.0
1355.0,1.0
1410.0,1.0
1415.0,4.0
1440.0,4.0
1445.0,2.0
1470.0,2.0
1475.0,1.0
1530.0,1.0
1535.0,2.0
1560.0,2.0
1565.0,3.0
