0.0,1.0
0.0,1.0
5.0,3.0
30.0,3.0
35.0,1.0
60.0,1.0
65.0,2.0
90.0,2.0
95.0,1.0
150.0,1.0
155.0,2.0
210.0,2.0
215.0,1.0
240.0,1.0
245.0,4.0
270.0,4.0
275.0,2.0
300.0,2.0
305.0,3.0
330.0,3.0
335.0,1.0
360.0,1.0
365.0,2.0
390.0,2.0
395.0,4.0
420.0,4.0
425.0,2.0
450.0,2.0
455.0,3.0
480.0,3.0
485.0,2.0
510.0,2.0
515.0,3.0
570.0,3.0
575.0,2.0
600.0,2.0
605.0,1.0
690.0,1.0
695.0,4.0
720.0,4.0
725.0,2.0
750.0,2.0
755.0,4.0
780.0,4.0
785.0,3.0
840.0,3.0
845.0,2.0
870.0,2.0
875.0,3.0
930.0,3.0
935.0,1.0
960.0,1.0
965.0,3.0
1110.0,3.0
1115.0,4.0
1140.0,4.0
1145.0,3.0
1200.0,3.0
1205.0,2.0
1230.0,2.0
1235.0,3.0
1260.0,3.0
1265.0,1.0
1290.0,1.0
1295.0,3.0
1350.0,3.0
1355.0,4.0
1380.0,4.0
1385.0,1.0
1410.0,1.0
1415.0,4.0
1440.0,4.0
1445.0,3.0
1500.0,3.0
1505.0,4.0
1530.0,4.0
1535.0,2.0
1560.0,2.0
1565.0,3.0
