0.0,1.0
0.0,1.0
5.0,2.0
60.0,2.0
65.0,1.0
90.0,1.0
95.0,2.0
120.0,2.0
125.0,4.0
150.0,4.0
155.0,3.0
180.0,3.0
185.0,1.0
210.0,1.0
215.0,4.0
240.0,4.0
245.0,3.0
270.0,3.0
275.0,4.0
300.0,4.0
305.0,1.0
330.0,1.0
335.0,4.0
360.0,4.0
365.0,1.0
510.0,1.0
515.0,2.0
570.0,2.0
575.0,1.0
600.0,1.0
605.0,2.0
630.0,2.0
635.0,4.0
660.0,4.0
665.0,3.0
690.0,3.0
695.0,4.0
720.0,4.0
725.0,3.0
750.0,3.0
755.0,4.0
780.0,4.0
785.0,3.0
840.0,3.0
845.0,1.0
870.0,1.0
875.0,3.0
900.0,3.0
905.0,1.0
930.0,1.0
935.0,2.0
960.0,2.0
965.0,4.0
1020.0,4.0
1025.0,1.0
1080.0,1.0
1085.0,3.0
1110.0,3.0
1115.0,4.0
1170.0,4.0
1175.0,3.0
1230.0,3.0
1235.0,2.0
1260.0,2.0
1265.0,4.0
1290.0,4.0
1295.0,3.0
1320.0,3.0
1325.0,2.0
1350.0,2.0
1355.0,3.0
1380.0,3.0
1385.0,1.0
1410.0,1.0
1415.0,2.0
1440.0,2.0
1445.0,3.0
1470.0,3.0
1475.0,4.0
1500.0,4.0
1505.0,3.0
1530.0,3.0
1535.0,2.0
1560.0,2.0
1565.0,3.0
